title,keywords,group,link,pdf,abstract
Why Fair Labels Can Yield Unfair Predictions- Graphical Conditions for Introduced Unfairness,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21182,https://ojs.aaai.org/index.php/AAAI/article/view/21182/20931,Abstract
Incorporating Item Frequency for Differentially Private Set Union,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21183,https://ojs.aaai.org/index.php/AAAI/article/view/21183/20932,Abstract
Cosine Model Watermarking against Ensemble Distillation,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21184,https://ojs.aaai.org/index.php/AAAI/article/view/21184/20933,Abstract
Towards Debiasing DNN Models from Spurious Feature Influence,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21185,https://ojs.aaai.org/index.php/AAAI/article/view/21185/20934,Abstract
Path-Specific Objectives for Safer Agent Incentives,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21186,https://ojs.aaai.org/index.php/AAAI/article/view/21186/20935,Abstract
Algorithmic Fairness Verification with Graphical Models,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21187,https://ojs.aaai.org/index.php/AAAI/article/view/21187/20936,Abstract
Achieving Long-Term Fairness in Sequential Decision Making,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21188,https://ojs.aaai.org/index.php/AAAI/article/view/21188/20937,Abstract
Fairness without Imputation- A Decision Tree Approach for Fair Prediction with Missing Values,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21189,https://ojs.aaai.org/index.php/AAAI/article/view/21189/20938,Abstract
Shaping Noise for Robust Attributions in Neural Stochastic Differential Equations,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21190,https://ojs.aaai.org/index.php/AAAI/article/view/21190/20939,Abstract
Certified Robustness of Nearest Neighbors against Data Poisoning and Backdoor Attacks,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21191,https://ojs.aaai.org/index.php/AAAI/article/view/21191/20940,Abstract
On the Fairness of Causal Algorithmic Recourse,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21192,https://ojs.aaai.org/index.php/AAAI/article/view/21192/20941,Abstract
DeepAuth- A DNN Authentication Framework by Model-Unique and Fragile Signature Embedding,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21193,https://ojs.aaai.org/index.php/AAAI/article/view/21193/20942,Abstract
Fast Sparse Decision Tree Optimization via Reference Ensembles,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21194,https://ojs.aaai.org/index.php/AAAI/article/view/21194/20943,Abstract
Unsupervised Causal Binary Concepts Discovery with VAE for Black-Box Model Explanation,Philosophy And Ethics Of AI (PEAI),Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21195,https://ojs.aaai.org/index.php/AAAI/article/view/21195/20944,Abstract
Do Feature Attribution Methods Correctly Attribute Features-,Philosophy And Ethics Of AI (PEAI,Technical Tracks 9: AAAI Technical Track on Philosophy and Ethics of AI,https://ojs.aaai.org/index.php/AAAI/article/view/21196,https://ojs.aaai.org/index.php/AAAI/article/view/21196/20945,Abstract
Formal Semantics and Formally Verified Validation for Temporal Planning,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21197,https://ojs.aaai.org/index.php/AAAI/article/view/21197/20946,Abstract
Goal Recognition as Reinforcement Learning,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21198,https://ojs.aaai.org/index.php/AAAI/article/view/21198/20947,Abstract
Online Search with Best-Price and Query-Based Predictions,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21199,https://ojs.aaai.org/index.php/AAAI/article/view/21199/20948,Abstract
Extended Goal Recognition Design with First-Order Computation Tree Logic,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21200,https://ojs.aaai.org/index.php/AAAI/article/view/21200/20949,Abstract
Sampling-Based Robust Control of Autonomous Systems with Non-Gaussian Noise,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21201,https://ojs.aaai.org/index.php/AAAI/article/view/21201/20950,Abstract
Synthesis from Satisficing and Temporal Goals,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21202,https://ojs.aaai.org/index.php/AAAI/article/view/21202/20951,Abstract
Making Translations to Classical Planning Competitive with Other HTN Planners,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21203,https://ojs.aaai.org/index.php/AAAI/article/view/21203/20952,Abstract
PlanVerb- Domain-Independent Verbalization and Summary of Task Plans,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21204,https://ojs.aaai.org/index.php/AAAI/article/view/21204/20953,Abstract
Competing for Resources- Estimating Adversary Strategy for Effective Plan Generation,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21205,https://ojs.aaai.org/index.php/AAAI/article/view/21205/20954,Abstract
The FF Heuristic for Lifted Classical Planning,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21206,https://ojs.aaai.org/index.php/AAAI/article/view/21206/20955,Abstract
"Inconsistent Planning- When in Doubt, Toss a Coin!","Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21207,https://ojs.aaai.org/index.php/AAAI/article/view/21207/20956,Abstract
Robustification of Online Graph Exploration Methods,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21208,https://ojs.aaai.org/index.php/AAAI/article/view/21208/20957,Abstract
Explainable Planner Selection for Classical Planning,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21209,https://ojs.aaai.org/index.php/AAAI/article/view/21209/20958,Abstract
Operator-Potential Heuristics for Symbolic Search,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21210,https://ojs.aaai.org/index.php/AAAI/article/view/21210/20959,Abstract
Reconfiguring Shortest Paths in Graphs,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21211,https://ojs.aaai.org/index.php/AAAI/article/view/21211/20960,Abstract
Homomorphisms of Lifted Planning Tasks- The Case for Delete-Free Relaxation Heuristics,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21212,https://ojs.aaai.org/index.php/AAAI/article/view/21212/20961,Abstract
Speeding Up the RUL¯ Dynamic-Controllability-Checking Algorithm for Simple Temporal Networks with Uncertainty,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21213,https://ojs.aaai.org/index.php/AAAI/article/view/21213/20962,Abstract
Learning to Solve Routing Problems via Distributionally Robust Optimization,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21214,https://ojs.aaai.org/index.php/AAAI/article/view/21214/20963,Abstract
Learning Probably Approximately Complete and Safe Action Models for Stochastic Worlds,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21215,https://ojs.aaai.org/index.php/AAAI/article/view/21215/20964,Abstract
Bounding Quality in Diverse Planning,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21216,https://ojs.aaai.org/index.php/AAAI/article/view/21216/20965,Abstract
A- Search and Bound-Sensitive Heuristics for Oversubscription Planning,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21217,https://ojs.aaai.org/index.php/AAAI/article/view/21217/20966,Abstract
NICE- Robust Scheduling through Reinforcement Learning-Guided Integer Programming,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21218,https://ojs.aaai.org/index.php/AAAI/article/view/21218/20967,Abstract
Planning to Avoid Side Effects,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21219,https://ojs.aaai.org/index.php/AAAI/article/view/21219/20968,Abstract
Sample-Efficient Iterative Lower Bound Optimization of Deep Reactive Policies for Planning in Continuous MDPs,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21220,https://ojs.aaai.org/index.php/AAAI/article/view/21220/20969,Abstract
Bridging LTLf Inference to GNN Inference for Learning LTLf Formulae,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21221,https://ojs.aaai.org/index.php/AAAI/article/view/21221/20970,Abstract
Risk-Aware Stochastic Shortest Path,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21222,https://ojs.aaai.org/index.php/AAAI/article/view/21222/20971,Abstract
Differential Assessment of Black-Box AI Agents,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21223,https://ojs.aaai.org/index.php/AAAI/article/view/21223/20972,Abstract
Solving Disjunctive Temporal Networks with Uncertainty under Restricted Time-Based Controllability Using Tree Search and Graph Neural Networks,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21224,https://ojs.aaai.org/index.php/AAAI/article/view/21224/20973,Abstract
Deciding Unsolvability in Temporal Planning under Action Non-Self-Overlapping,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21225,https://ojs.aaai.org/index.php/AAAI/article/view/21225/20974,Abstract
A Distributional Framework for Risk-Sensitive End-to-End Planning in Continuous MDPs,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21226,https://ojs.aaai.org/index.php/AAAI/article/view/21226/20975,Abstract
Formula Synthesis in Propositional Dynamic Logic with Shuffle,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21227,https://ojs.aaai.org/index.php/AAAI/article/view/21227/20976,Abstract
Efficient Encoding of Cost Optimal Delete-Free Planning as SAT,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21228,https://ojs.aaai.org/index.php/AAAI/article/view/21228/20977,Abstract
Optimal Admission Control for Multiclass Queues with Time-Varying Arrival Rates via State Abstraction,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21229,https://ojs.aaai.org/index.php/AAAI/article/view/21229/20978,Abstract
Enhancing Column Generation by a Machine-Learning-Based Pricing Heuristic for Graph Coloring,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21230,https://ojs.aaai.org/index.php/AAAI/article/view/21230/20979,Abstract
Qubit Routing Using Graph Neural Network Aided Monte Carlo Tree Search,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21231,https://ojs.aaai.org/index.php/AAAI/article/view/21231/20980,Abstract
Classical Planning with Avoid Conditions,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21232,https://ojs.aaai.org/index.php/AAAI/article/view/21232/20981,Abstract
Stochastic Goal Recognition Design Problems with Suboptimal Agents,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21233,https://ojs.aaai.org/index.php/AAAI/article/view/21233/20982,Abstract
Equity Promotion in Online Resource Allocation,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21234,https://ojs.aaai.org/index.php/AAAI/article/view/21234/20983,Abstract
Efficient Device Scheduling with Multi-Job Federated Learning,"Planning, Routing, And Scheduling (PRS","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21235,https://ojs.aaai.org/index.php/AAAI/article/view/21235/20984,Abstract
MAPDP- Cooperative Multi-Agent Reinforcement Learning to Solve Pickup and Delivery Problems,"Planning, Routing, And Scheduling (PRS)","Technical Tracks 9: AAAI Technical Track on Planning, Routing, and Scheduling",https://ojs.aaai.org/index.php/AAAI/article/view/21236,https://ojs.aaai.org/index.php/AAAI/article/view/21236/20985,Abstract
Entropy Estimation via Normalizing Flow,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21237,https://ojs.aaai.org/index.php/AAAI/article/view/21237/20986,Abstract
Fast and More Powerful Selective Inference for Sparse High-Order Interaction Model,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21238,https://ojs.aaai.org/index.php/AAAI/article/view/21238/20987,Abstract
Generalized Stochastic Matching,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21239,https://ojs.aaai.org/index.php/AAAI/article/view/21239/20988,Abstract
Robust Tests in Online Decision-Making,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21240,https://ojs.aaai.org/index.php/AAAI/article/view/21240/20989,Abstract
Local Differential Privacy for Belief Functions,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21241,https://ojs.aaai.org/index.php/AAAI/article/view/21241/20990,Abstract
A Complete Criterion for Value of Information in Soluble Influence Diagrams,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21242,https://ojs.aaai.org/index.php/AAAI/article/view/21242/20991,Abstract
Training-Free Uncertainty Estimation for Dense Regression- Sensitivity as a Surrogate,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21243,https://ojs.aaai.org/index.php/AAAI/article/view/21243/20992,Abstract
On the Impact of Spurious Correlation for Out-of-Distribution Detection,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21244,https://ojs.aaai.org/index.php/AAAI/article/view/21244/20993,Abstract
Inference and Learning with Model Uncertainty in Probabilistic Logic Programs,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21245,https://ojs.aaai.org/index.php/AAAI/article/view/21245/20994,Abstract
Domain-Lifted Sampling for Universal Two-Variable Logic and Extensions,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21246,https://ojs.aaai.org/index.php/AAAI/article/view/21246/20995,Abstract
Identifiability of Linear AMP Chain Graph Models,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21247,https://ojs.aaai.org/index.php/AAAI/article/view/21247/20996,Abstract
DeepStochLog- Neural Stochastic Logic Programming,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21248,https://ojs.aaai.org/index.php/AAAI/article/view/21248/20997,Abstract
Towards Robust Off-Policy Learning for Runtime Uncertainty,Reasoning Under Uncertainty (RU,Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21249,https://ojs.aaai.org/index.php/AAAI/article/view/21249/20998,Abstract
Improving Bayesian Neural Networks by Adversarial Sampling,Reasoning Under Uncertainty (RU),Technical Tracks 9: AAAI Technical Track on Reasoning under Uncertainty,https://ojs.aaai.org/index.php/AAAI/article/view/21250,https://ojs.aaai.org/index.php/AAAI/article/view/21250/20999,Abstract
Efficient Optimal Transport Algorithm by Accelerated Gradient Descent,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21251,https://ojs.aaai.org/index.php/AAAI/article/view/21251/21000,Abstract
Local and Global Linear Convergence of General Low-Rank Matrix Recovery Problems,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21252,https://ojs.aaai.org/index.php/AAAI/article/view/21252/21001,Abstract
A-+BFHS- A Hybrid Heuristic Search Algorithm,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21253,https://ojs.aaai.org/index.php/AAAI/article/view/21253/21002,Abstract
NukCP- An Improved Local Search Algorithm for Maximum k-Club Problem,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21254,https://ojs.aaai.org/index.php/AAAI/article/view/21254/21003,Abstract
Fourier Representations for Black-Box Optimization over Categorical Variables,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21255,https://ojs.aaai.org/index.php/AAAI/article/view/21255/21004,Abstract
New Results in Bounded-Suboptimal Search,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21256,https://ojs.aaai.org/index.php/AAAI/article/view/21256/21005,Abstract
An Exact Algorithm with New Upper Bounds for the Maximum k-Defective Clique Problem in Massive Sparse Graphs,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21257,https://ojs.aaai.org/index.php/AAAI/article/view/21257/21006,Abstract
Learning from Mistakes – a Framework for Neural Architecture Search,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21258,https://ojs.aaai.org/index.php/AAAI/article/view/21258/21007,Abstract
The Complexity of Temporal Vertex Cover in Small-Degree Graphs,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21259,https://ojs.aaai.org/index.php/AAAI/article/view/21259/21008,Abstract
Provable Sensor Sets for Epidemic Detection over Networks with Minimum Delay,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21260,https://ojs.aaai.org/index.php/AAAI/article/view/21260/21009,Abstract
Towards Automated Discovery of God-Like Folk Algorithms for Rubik’s Cube,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21261,https://ojs.aaai.org/index.php/AAAI/article/view/21261/21010,Abstract
MIP-GNN- A Data-Driven Framework for Guiding Combinatorial Solvers,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21262,https://ojs.aaai.org/index.php/AAAI/article/view/21262/21011,Abstract
Bandit Limited Discrepancy Search and Application to Machine Learning Pipeline Optimization,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21263,https://ojs.aaai.org/index.php/AAAI/article/view/21263/21012,Abstract
PRISM- A Rich Class of Parameterized Submodular Information Measures for Guided Data Subset Selection,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21264,https://ojs.aaai.org/index.php/AAAI/article/view/21264/21013,Abstract
Split Moves for Monte-Carlo Tree Search,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21265,https://ojs.aaai.org/index.php/AAAI/article/view/21265/21014,Abstract
MAPF-LNS2- Fast Repairing for Multi-Agent Path Finding via Large Neighborhood Search,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21266,https://ojs.aaai.org/index.php/AAAI/article/view/21266/21015,Abstract
Local and Global Convergence of General Burer-Monteiro Tensor Optimizations,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21267,https://ojs.aaai.org/index.php/AAAI/article/view/21267/21016,Abstract
Bi-CMR- Bidirectional Reinforcement Guided Hashing for Effective Cross-Modal Retrieval,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21268,https://ojs.aaai.org/index.php/AAAI/article/view/21268/21017,Abstract
Improving Local Search Algorithms via Probabilistic Configuration Checking,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21269,https://ojs.aaai.org/index.php/AAAI/article/view/21269/21018,Abstract
PEA-+IDA-- An Improved Hybrid Memory-Restricted Algorithm,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21270,https://ojs.aaai.org/index.php/AAAI/article/view/21270/21019,Abstract
Search Strategies for Topological Network Optimization,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21271,https://ojs.aaai.org/index.php/AAAI/article/view/21271/21020,Abstract
Hibernated Backdoor- A Mutual Information Empowered Backdoor Attack to Deep Neural Networks,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21272,https://ojs.aaai.org/index.php/AAAI/article/view/21272/21021,Abstract
Planning with Explanations for Finding Desired Meeting Points on Graphs,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21273,https://ojs.aaai.org/index.php/AAAI/article/view/21273/21022,Abstract
A Fast Local Search Algorithm for the Latin Square Completion Problem,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21274,https://ojs.aaai.org/index.php/AAAI/article/view/21274/21023,Abstract
Sparsification of Decomposable Submodular Functions,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21275,https://ojs.aaai.org/index.php/AAAI/article/view/21275/21024,Abstract
Subset Approximation of Pareto Regions with Bi-objective A-,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21276,https://ojs.aaai.org/index.php/AAAI/article/view/21276/21025,Abstract
On Probabilistic Generalization of Backdoors in Boolean Satisfiability,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21277,https://ojs.aaai.org/index.php/AAAI/article/view/21277/21026,Abstract
A Novel Approach to Solving Goal-Achieving Problems for Board Games,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21278,https://ojs.aaai.org/index.php/AAAI/article/view/21278/21027,Abstract
Machine Learning for Online Algorithm Selection under Censored Feedback,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21279,https://ojs.aaai.org/index.php/AAAI/article/view/21279/21028,Abstract
